emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
angry,0.35233083,0.30419558,0.32311022,0.35644674,0.28334025,0.0,0.19337806,0.10225075,1.0,0.17067605,0.58632404,0.8238966,0.56044245,0.0,0.43037033,0.76224524,0.06295169,0.12744804,0.031206712,0.06455796
angry,0.27858755,0.10199791,0.50426835,0.24323063,0.072809055,0.0,0.16144209,0.04749532,1.0,0.020583287,0.44246122,0.33770204,0.37974575,0.0,0.32153374,0.43013898,0.011841459,0.16889942,0.3375591,0.12802653
angry,0.7433822,0.7887074,0.06105118,0.56150275,0.10021103,0.0,0.11221201,0.22543322,1.0,0.07610141,0.41642463,0.6610153,0.46982285,0.0,0.517131,0.12809606,0.99026567,0.52359533,0.04463469,0.10453317
angry,0.63943046,0.2976271,0.44936985,0.26700488,0.21019672,0.0,0.5380435,0.023114892,1.0,0.07562598,0.5246459,0.42614257,0.5598139,0.0,0.7031791,0.69626,0.14514363,0.118046805,0.032284778,0.679427
angry,0.4659257,0.33890018,0.4157747,0.41555423,0.1906962,0.0,0.4037512,0.016491655,0.0,0.10069925,0.31990358,0.19691387,0.39552343,0.0,0.7417349,0.3561214,0.031150354,0.084326334,0.17336126,0.18744975
angry,0.312079,0.25623044,0.2299648,0.32950366,0.1840839,0.0,0.14966689,0.03024962,1.0,0.32966837,0.36940426,0.5808346,0.35358363,1.0,0.4410662,0.39468652,0.94261587,0.54115623,0.077139944,0.07529632
angry,0.43653065,0.22262847,0.44353923,0.34861746,0.33285126,0.0,0.35695356,0.4346152,0.0,0.3849725,0.5492885,0.09090058,0.35270542,1.0,0.40111655,0.031121997,0.99717414,0.12993677,0.16955777,0.7353067
angry,0.37032366,0.28869012,0.38263032,0.6385242,0.04605202,0.0,0.124453306,0.07797281,0.0,0.033313904,0.17408037,0.3064162,0.35740405,0.0,0.5915123,0.49640846,0.0026084103,0.113592796,0.5208558,0.030844977
angry,0.35851088,0.49812236,0.1991666,0.6258982,0.16239527,0.0,0.28562573,0.0048351795,1.0,0.2718327,0.4967131,0.35450724,0.56454426,1.0,0.5317232,0.10315657,0.9983693,0.335416,0.13040118,0.040771626
angry,0.47262937,0.2953856,0.41924232,0.40851647,0.65358275,1.0,0.388927,0.88615066,0.0,0.7761531,0.6878836,0.18884358,0.2956275,1.0,0.5661889,0.09594826,0.9829585,0.10903423,0.109982915,0.31601468
angry,0.74264616,0.5578125,0.500957,0.45035207,0.47116762,1.0,0.28238022,0.9619264,1.0,0.5303695,0.43685034,0.49798754,0.27249143,1.0,0.42792505,0.012775769,0.9972138,0.7348267,0.14972645,0.22004765
angry,0.52955097,0.4451564,0.1483298,0.6395393,0.12203537,0.0,0.15665115,0.065190494,0.0,0.090633355,0.55658346,0.20555228,0.36995366,1.0,0.55253,0.038255524,0.99800473,0.88841254,0.15799049,0.07469348
angry,0.52325666,0.5875187,0.20641768,0.34545165,0.20178105,0.0,0.2510977,0.88037986,1.0,0.12942769,0.45650277,0.28761026,0.28912246,1.0,0.4616254,0.02792521,0.9970124,0.7234005,0.06361737,0.16740794
angry,0.23212552,0.20264784,0.6250175,0.3142053,0.27805156,0.0,0.42863324,0.023278527,0.0,0.21782175,0.6661036,0.10813879,0.35353863,0.0,0.63744605,0.6481188,0.0055673295,0.120766774,0.2998147,0.3551389
angry,0.16972683,0.13319136,0.7210398,0.25759712,0.048009053,0.0,0.6817706,0.06955454,1.0,0.020496896,0.4323169,0.23713663,0.46271294,0.0,0.4726101,0.75677496,0.031814706,0.2828689,0.7107344,0.21525855
angry,0.38978738,0.31885052,0.3695982,0.2799626,0.17846605,0.0,0.38344675,0.033655375,0.0,0.19595064,0.51146084,0.4025619,0.4283088,1.0,0.5725355,0.53413105,0.95714587,0.25149304,0.27154753,0.91782516
angry,0.34611726,0.2601699,0.6783708,0.6164114,0.10273707,0.0,0.13390471,0.91702086,0.0,0.03334564,0.24275723,0.258175,0.3525645,1.0,0.84260654,0.034921337,0.9962065,0.7603471,0.19451812,0.03862673
angry,0.2637234,0.36834675,0.5367345,0.33840623,0.14232181,0.0,0.2981166,0.052462433,0.0,0.16790836,0.7216451,0.37226295,0.5047832,0.0,0.5579256,0.71965116,0.004160288,0.17520213,0.33773914,0.17326708
angry,0.7045184,0.5582218,0.46082088,0.3301827,0.12259999,0.0,0.27691653,0.0049766116,1.0,0.120634995,0.32068095,0.4232528,0.42166913,1.0,0.51127714,0.05004871,0.9921199,0.41715673,0.09996466,0.6459884
angry,0.5503674,0.15270016,0.4101628,0.31104502,0.12865841,1.0,0.16649812,0.01249247,0.0,0.04197772,0.36209664,0.3069689,0.5048152,0.0,0.4898923,0.5432594,0.7017095,0.13273692,0.1188227,0.029167395
angry,0.2698216,0.31531107,0.8067402,0.26047304,0.7162222,1.0,0.68930537,0.72383875,0.0,0.9043717,0.7885895,0.3209599,0.31060055,1.0,0.59290856,0.037955258,0.9998234,0.3937878,0.039034653,0.4515381
angry,0.2987445,0.17846668,0.581482,0.52560586,0.3416534,0.0,0.22523579,0.016611356,0.0,0.1711161,0.7371331,0.35668352,0.54874694,1.0,0.696998,0.82459295,0.5525123,0.25775823,0.72694004,0.040371414
angry,0.4064001,0.18534338,0.35536048,0.30171487,0.10036595,0.0,0.2270389,0.057587404,1.0,0.024059357,0.200798,0.4914588,0.3392138,0.0,0.4510767,0.40722987,0.014983201,0.22264187,0.35257724,0.13204175
angry,0.31533244,0.1269776,0.3843203,0.24300335,0.35515952,1.0,0.38138053,0.96915823,1.0,0.27050862,0.5422031,0.5248455,0.38544643,1.0,0.57034266,0.069880046,0.9616444,0.14791088,0.09220522,0.8713602
angry,0.3300035,0.19534492,0.25330448,0.44629437,0.09991717,0.0,0.13758107,0.0018366012,1.0,0.09395155,0.3906242,0.38040993,0.5630806,0.0,0.7255647,0.4675524,0.05095871,0.030880054,0.36314914,0.05665834
angry,0.35600552,0.2773762,0.4449006,0.334792,0.47959086,0.0,0.58723325,0.7542154,0.0,0.44408625,0.55915993,0.57281864,0.32569176,1.0,0.65282816,0.022468204,0.9987759,0.5016415,0.04242275,0.096887305
angry,0.5684216,0.5150437,0.19516824,0.3042217,0.07632155,0.0,0.32986698,0.015875282,1.0,0.054386687,0.43974763,0.30947217,0.38928473,0.0,0.5182822,0.70715374,0.3613078,0.11977306,0.34480983,0.31580085
angry,0.2787923,0.14448905,0.50799495,0.2680857,0.1186699,1.0,0.3437545,0.29453397,0.0,0.044387177,0.42588082,0.3771523,0.63995296,0.0,0.70424896,0.7938761,0.0016255481,0.06773065,0.22409363,0.50482523
angry,0.1743382,0.13458881,0.7254489,0.2418011,0.3409896,1.0,0.78751826,0.9508128,1.0,0.4266017,0.48822138,0.69698876,0.3238643,1.0,0.63810235,0.028168118,0.9996573,0.9295566,0.3654121,0.8075259
angry,0.54384345,0.31035239,0.44406578,0.33361784,0.19746108,0.0,0.37662998,0.21002637,0.0,0.11750949,0.55524755,0.2989002,0.4963221,0.0,0.22611101,0.40550065,0.36830586,0.052966677,0.10809472,0.39060268
angry,0.47995812,0.56890696,0.2579466,0.37741485,0.41664368,0.0,0.34543502,0.6958475,1.0,0.5267628,0.41212332,0.41313758,0.4875447,0.0,0.42620528,0.48018503,0.14178653,0.061296675,0.13730581,0.51444215
angry,0.46922272,0.45269814,0.09728767,0.3478981,0.73348343,1.0,0.30914965,0.88529664,1.0,0.9313507,0.42887008,0.077934176,0.23478237,1.0,0.2885953,0.035277955,0.9995092,0.6112854,0.050038643,0.6331772
angry,0.21114253,0.24058568,0.7108726,0.4958641,0.07982892,0.0,0.1790971,0.006963057,0.0,0.047704052,0.57529736,0.2920345,0.49718872,0.0,0.6069129,0.5065489,0.09324898,0.16422492,0.19626653,0.07746206
angry,0.551137,0.20620836,0.77223355,0.3595325,0.2487137,1.0,0.5446967,0.09228623,0.0,0.31088573,0.51685995,0.34921125,0.41198242,1.0,0.43391636,0.03806683,0.99980897,0.7213978,0.1970331,0.49466068
angry,0.40663418,0.41679347,0.23167332,0.36474872,0.16517636,1.0,0.19878486,0.008431507,0.0,0.23091215,0.3228592,0.4853612,0.35167393,0.0,0.39727464,0.60130066,0.006825587,0.044416353,0.33698002,0.034841828
angry,0.41786692,0.13211967,0.38720164,0.22088416,0.20914432,0.0,0.50990844,0.033746,0.0,0.13990319,0.57859206,0.2498443,0.43716103,1.0,0.38399673,0.38694498,0.98606086,0.5570319,0.11799957,0.4845022
angry,0.39647403,0.1897281,0.3139268,0.22952314,0.8183364,1.0,0.5549943,0.88343084,1.0,0.8849812,0.62847,0.16450885,0.1429987,1.0,0.19667493,0.06044349,0.9993699,0.66094434,0.07614217,0.85068625
angry,0.6304872,0.2578418,0.44590777,0.442354,0.09970346,0.0,0.21744004,0.36792552,1.0,0.0913219,0.62845695,0.5128263,0.69092035,0.0,0.71317047,0.5246288,0.18216011,0.28751457,0.6542679,0.08289538
angry,0.23110402,0.15969642,0.7854886,0.4597598,0.3767033,1.0,0.33161008,0.8288787,1.0,0.46407378,0.70654756,0.6162556,0.33162373,1.0,0.60023797,0.19278201,0.99783367,0.39475274,0.3001069,0.046898223
angry,0.42463872,0.23207657,0.41372105,0.5380541,0.06024238,0.0,0.12267534,9.9598685e-05,0.0,0.020411719,0.08677459,0.103324145,0.38292235,0.0,0.2801939,0.08335464,0.13174596,0.2730802,0.30899274,0.11630743
angry,0.36945978,0.15562701,0.64004534,0.6680818,0.076938935,0.0,0.13836901,0.24247395,0.0,0.035993386,0.73458743,0.5448952,0.5684152,0.0,0.6405078,0.5925742,0.06480322,0.07945309,0.3629298,0.10339094
angry,0.48308995,0.37988684,0.5157786,0.4149187,0.04996579,0.0,0.12547046,0.00022096738,0.0,0.0142640425,0.20476848,0.1423129,0.3353005,0.0,0.5015357,0.37198365,0.089681216,0.1089822,0.0358511,0.06449915
angry,0.38530222,0.37665713,0.24898484,0.4241024,0.108710766,1.0,0.1745314,0.44898635,0.0,0.072799355,0.43823656,0.26415664,0.44262332,0.0,0.5680266,0.48675257,0.7028796,0.050115347,0.4664353,0.35880244
angry,0.40403116,0.3203543,0.3385719,0.49169242,0.09025362,0.0,0.12550406,0.003142149,1.0,0.059345648,0.66205806,0.43575066,0.3457837,0.0,0.59632784,0.41340658,0.088793226,0.22028096,0.48786622,0.022125691
angry,0.3019698,0.33019507,0.39260724,0.3087596,0.334556,0.0,0.31298575,0.047721945,1.0,0.14388397,0.579175,0.46235752,0.5028563,0.0,0.4733916,0.39712253,0.16330871,0.090992115,0.2722506,0.18682033
angry,0.41848662,0.2054576,0.77246374,0.41010547,0.28631145,1.0,0.27260497,0.9566447,0.0,0.5355844,0.5595257,0.5293798,0.26986152,1.0,0.43674144,0.022592565,0.9998752,0.5265931,0.008365622,0.07847377
angry,0.47943494,0.40326783,0.83023304,0.2873504,0.42104402,1.0,0.6072053,0.4769961,0.0,0.70139694,0.7738617,0.13473436,0.2889534,1.0,0.49201295,0.05699633,0.9991136,0.19170433,0.05604848,0.2689908
angry,0.6514166,0.1629429,0.780947,0.32429495,0.34246853,1.0,0.6631319,0.99030507,1.0,0.18598856,0.2848337,0.6762775,0.3711594,1.0,0.68451315,0.019392557,0.9996001,0.80162776,0.14701244,0.92921066
angry,0.75573176,0.594945,0.1330863,0.7049974,0.06722863,0.0,0.12698047,0.022347935,0.0,0.052147806,0.38466865,0.30097577,0.3877964,1.0,0.7005713,0.6102111,0.7043398,0.19858642,0.17399573,0.1311822
angry,0.21224786,0.07100225,0.7838127,0.26611283,0.11510082,0.0,0.4449233,0.016583728,1.0,0.067793526,0.21676286,0.4186014,0.4470147,1.0,0.83940095,0.11987144,0.86955667,0.36710656,0.22055925,0.5694947
angry,0.20183162,0.22674344,0.59197617,0.3041979,0.18620701,1.0,0.23469228,0.03854879,0.0,0.13324444,0.55453813,0.058456052,0.36761197,0.0,0.4826913,0.4825445,0.022768643,0.04513698,0.44439736,0.050784897
angry,0.4290891,0.32793474,0.17543888,0.35273814,0.6585133,0.0,0.25661388,0.5205842,1.0,0.52369255,0.7759151,0.821033,0.5093989,0.0,0.5077333,0.5694288,0.011540415,0.1344711,0.3834549,0.050545983
angry,0.46555275,0.49507833,0.2489505,0.34365305,0.30343047,0.0,0.20420569,0.04222018,1.0,0.15304603,0.43626884,0.552636,0.41916415,0.0,0.70496535,0.5919148,0.35864496,0.13900933,0.32653454,0.083910584
angry,0.31147093,0.345672,0.19757393,0.39697507,0.3937401,1.0,0.28430694,0.39520985,0.0,0.7442687,0.70403713,0.3570241,0.18388909,1.0,0.41935605,0.45185107,0.98037267,0.73317605,0.78239655,0.043623786
angry,0.3711305,0.07682953,0.6952067,0.22826405,0.5258678,0.0,0.4897893,0.40476495,0.0,0.4021328,0.69842607,0.36060107,0.4259998,1.0,0.76033336,0.017551664,0.99872404,0.9079876,0.2882447,0.3379809
angry,0.32844052,0.291091,0.5776032,0.36247236,0.2691046,1.0,0.32885498,0.9857962,0.0,0.25195748,0.4391115,0.6857738,0.28978217,1.0,0.8648486,0.032834116,0.99981755,0.7268107,0.24120976,0.3484226
angry,0.60233235,0.20655344,0.7123249,0.27548218,0.5037324,1.0,0.6591545,0.98289293,0.0,0.38935718,0.13884215,0.4722458,0.23895535,1.0,0.39574054,0.023458688,0.999803,0.68118703,0.14296602,0.7077752
angry,0.4305588,0.46009377,0.24995929,0.2415905,0.38218936,1.0,0.6016396,0.24251612,1.0,0.52706647,0.5184424,0.8511177,0.48549727,1.0,0.72866505,0.3252065,0.9652515,0.04497541,0.38057435,0.8406625
angry,0.7715913,0.28462237,0.44128147,0.36120763,0.08461043,0.0,0.29704148,0.13328174,0.0,0.067667164,0.5463516,0.3620666,0.56178826,0.0,0.5145218,0.6933804,0.8125598,0.21946709,0.5913689,0.25715607
angry,0.6072917,0.48840603,0.5961079,0.2891777,0.36576974,1.0,0.38716787,0.00073276693,0.0,0.28692552,0.33058834,0.044730347,0.572258,1.0,0.5868417,0.48039788,0.926028,0.6667275,0.059517123,0.67295307
angry,0.2903393,0.44754466,0.25241312,0.34725222,0.15207484,0.0,0.3854214,0.0016830859,1.0,0.07909857,0.34916127,0.102374226,0.4177751,0.0,0.5537806,0.50707036,0.66382164,0.14474386,0.28881177,0.39210242
angry,0.31071463,0.37247932,0.326464,0.31260908,0.25529304,0.0,0.42654276,0.22512336,0.0,0.10610446,0.60949314,0.058545806,0.41789505,0.0,0.6284303,0.49871823,0.1297164,0.028539961,0.14095674,0.17839018
angry,0.6429211,0.3084972,0.5309161,0.32632518,0.065460555,0.0,0.38565776,0.0013669183,1.0,0.015714709,0.29295185,0.5651287,0.58338505,0.0,0.77538955,0.6119276,0.039733108,0.23893276,0.32894212,0.22744691
angry,0.5316638,0.5588899,0.3144848,0.42213672,0.3658929,0.0,0.4523666,0.5765228,1.0,0.47624093,0.7240806,0.24819107,0.5119209,1.0,0.87262565,0.55379385,0.983752,0.2305061,0.35688084,0.2043179
angry,0.5042582,0.23728748,0.5060757,0.33678445,0.05573848,0.0,0.12974472,0.055422004,0.0,0.012697045,0.23409092,0.7772325,0.47998196,0.0,0.825391,0.30876434,0.40492988,0.18933342,0.5987508,0.06555308
angry,0.2911265,0.14746055,0.40547627,0.30257025,0.22467737,1.0,0.52182627,0.9778121,1.0,0.2291768,0.29122964,0.45517877,0.3435421,1.0,0.6211957,0.090486355,0.98607177,0.59679806,0.107576974,0.57026917
angry,0.5350276,0.5780103,0.39785695,0.33820292,0.060385745,0.0,0.13055772,0.85991037,1.0,0.041929748,0.38210478,0.77502996,0.63772994,0.0,0.74886346,0.4186575,0.041907847,0.15031154,0.1470788,0.052377
angry,0.3764615,0.20257935,0.9118977,0.29058516,0.6412719,0.0,0.7076081,0.91583747,1.0,0.25594068,0.25872773,0.7202225,0.21302441,1.0,0.41540736,0.04328305,0.9995565,0.4990923,0.116132334,0.6102108
angry,0.40375656,0.2601273,0.22981292,0.29431784,0.43087727,0.0,0.25103828,0.14666831,1.0,0.34847057,0.6290544,0.24248333,0.50690407,0.0,0.60067946,0.48796988,0.33723372,0.1013276,0.1448168,0.32211304
angry,0.4138084,0.30233195,0.50962347,0.25572857,0.72910327,1.0,0.55192864,0.76766115,0.0,0.7560074,0.771863,0.3460898,0.48396432,1.0,0.6566575,0.04140475,0.97211504,0.37643862,0.166594,0.8940368
angry,0.32833427,0.17225702,0.47677216,0.34039676,0.14530826,0.0,0.20374486,0.04846127,1.0,0.071914785,0.5285113,0.36606482,0.4020902,0.0,0.65380317,0.5873802,0.059777096,0.15756564,0.4641252,0.039552722
angry,0.26890415,0.3940787,0.66251224,0.28415796,0.43677676,1.0,0.47708362,0.1404975,0.0,0.40396547,0.71315855,0.10750446,0.44897756,1.0,0.4886499,0.11454648,0.9644653,0.064867705,0.04587261,0.35399696
angry,0.39219835,0.2362477,0.07481125,0.5759998,0.046607718,0.0,0.2392287,0.0021008893,0.0,0.052238245,0.22564353,0.3306667,0.3268091,0.0,0.64916986,0.38286614,0.44378936,0.13849665,0.35359335,0.090159856
angry,0.4944863,0.6581506,0.2650571,0.4346949,0.16248247,1.0,0.19443996,0.024973178,0.0,0.36258933,0.36602247,0.118754596,0.32769832,1.0,0.5113677,0.15629391,0.9765621,0.3951973,0.042119116,0.20248409
angry,0.41450548,0.32172164,0.20775047,0.63981634,0.09722085,0.0,0.12603405,0.005060548,0.0,0.095321834,0.25546643,0.35677087,0.28123918,1.0,0.2825411,0.06864832,0.99978787,0.7278555,0.13279258,0.060539816
angry,0.31395832,0.34049278,0.74336934,0.28723332,0.24223313,0.0,0.5685416,0.9385719,1.0,0.12079953,0.36112094,0.40403,0.42074034,1.0,0.6907158,0.11915594,0.99961853,0.71050423,0.42695862,0.78663594
angry,0.406815,0.22165741,0.77235395,0.31917268,0.1896593,1.0,0.2038169,0.0267787,1.0,0.06682395,0.71310383,0.8299596,0.43494976,1.0,0.8910682,0.6085413,0.745824,0.11156787,0.42316708,0.04032581
angry,0.26452425,0.22218768,0.4532965,0.6127797,0.09991471,0.0,0.13787018,0.15796022,1.0,0.058856416,0.5025635,0.28525567,0.42563754,1.0,0.5112986,0.06801037,0.9491464,0.3039979,0.1751515,0.046985496
angry,0.21200074,0.1494221,0.35690695,0.61154723,0.14321084,0.0,0.1591621,0.053666115,1.0,0.051280633,0.6594879,0.5851591,0.38024083,0.0,0.8592453,0.6669788,0.82373625,0.26952955,0.112323955,0.04353638
angry,0.32621324,0.48613808,0.18760873,0.39864317,0.361646,0.0,0.5021082,0.3415494,1.0,0.65743905,0.626151,0.16531059,0.22347757,1.0,0.4753914,0.044649813,0.9894679,0.51468515,0.28569347,0.9024265
angry,0.4811531,0.09684004,0.68086064,0.28645998,0.05695149,0.0,0.3674487,0.108831644,1.0,0.028544145,0.40872216,0.2890747,0.46378833,0.0,0.5443003,0.37657613,0.05764944,0.11868059,0.50983334,0.52867013
angry,0.53931814,0.49112347,0.16298267,0.5827731,0.16301697,0.0,0.12514912,0.001233627,1.0,0.21400838,0.5176992,0.08678092,0.4060316,1.0,0.38425297,0.045784365,0.85620415,0.48116007,0.026502684,0.05147718
angry,0.45454204,0.13676031,0.69931084,0.25001112,0.083209254,0.0,0.6472988,0.0020151753,1.0,0.02349381,0.20789632,0.45555788,0.567163,0.0,0.5734112,0.5915206,0.24977686,0.2374561,0.25792345,0.46794137
angry,0.63413244,0.26164228,0.5743488,0.2465704,0.24584477,0.0,0.36566532,0.0705318,1.0,0.24235973,0.74514914,0.42914557,0.59105986,1.0,0.74413484,0.654026,0.80169886,0.2762006,0.040116027,0.48832595
angry,0.47297755,0.6366296,0.31058607,0.25801423,0.049926236,0.0,0.33550668,0.3953182,0.0,0.0379357,0.5228559,0.2791944,0.5955743,0.0,0.5843384,0.44809136,0.51663774,0.20003971,0.29923034,0.27824476
angry,0.42140388,0.26971504,0.39727005,0.7037722,0.06639599,0.0,0.105187245,0.006276344,0.0,0.040252473,0.45169827,0.5882258,0.41335818,0.0,0.62385994,0.51183605,0.18230626,0.08863502,0.4036689,0.047545563
angry,0.5682423,0.50358236,0.39799625,0.34427452,0.18655127,0.0,0.32394257,0.0333708,0.0,0.18097694,0.55858034,0.40017772,0.63708127,0.0,0.50942266,0.6853666,0.59020305,0.34015405,0.25794622,0.19422701
